"zona","nomeZona","domicilios","familias","populacao","matriEscolar","empregos","autoParticular","viagProduz","viagAtraid","areaZona","popMasc","popFem","popTotal","popIdd_0.3","popIdd_4.6","popIdd_7.10","popIdd_11.14","popIdd_15.17","popIdd_18.22","popIdd_23.29","popIdd_30.39","popIdd_40.49","popIdd_50.59","popIdd_60.mais","renTotalZona","renMedFam","renPerCap","renMedianFam","rendF1","rendF2","rendF3","rendF4","rendF5","rendTotal","res_assCom","res_assSem","res_funPublico","res_autonomo","res_empregador","res_profLiberal","res_negFamiliar","res_trabFamiliar","res_total","emp_agro","emp_constCivil","emp_indus","emp_comercio","emp_transCarg","emp_transPass","emp_financeiro","emp_servPessoais","emp_alimenta","emp_saude","emp_educa","emp_especializ","emp_admPubli","emp_outros","emp_total","emp_foraRes","emp_dentrRes","emp_semEnd","emp_total.1","vp_metro","vp_trem","vp_bus","vp_fretado","vp_escolar","vp_dirigindoAuto","vp_passAuto","vp_taxiCom","vp_taxiNCom","vp_dirigindoMoto","vp_passMoto","vp_bike","vp_pe","vp_outros","vp_total","vt_coletivo","vt_individual","vt_motorizado","vt_naoMotorizado","vt_total","mo_traIndus","mo_trabCome","mo_trabServ","mo_educacao","mo_compras","mo_saude","mo_lazer","mo_procEmp","mo_assunPesso","mo_refeicao","mo_total","tmv_coletivo","tmv_individual","tmv_pe","tmv_bike","vtra_metro","vtra_trem","vtra_bus","vtra_fretado","vtra_escolar","vtra_dirigAuto","vtra_passAuto","vtra_taxiCon","vtra_taxiNCon","vtra_dirigMoto","vtra_passMoto","vtra_bike","vtra_pe","vtra_outros","vtra_total","vtra_coletivo","vtra_individual","vtra_motorizado","vtra_naoMotorizado","vtra_total.1","vtra_trabIndus","vtra_trabCome","vtra_trabServ","vtra_educacao","vtra_compras","vtra_saude","vtra_lazer","vtra_procEmpr","vtra_assunPesso","vtra_refeicao","vtra_total.2","tmv_somaTotalModal","tmv_mediaTotalModal","tax_rendF1","tax_rendF2","tax_rendF3","tax_rendF4","tax_rendF5","tax_vp_coletivoPub","tax_vp_coletivoPri","tax_vp_taxiCom","tax_vp_taxiNCom","tax_vp_auto","tax_vp_moto","tax_vp_pe","tax_vp_bike","tax_crianças","tax_adolecentes","tax_jovens","tax_adultos","tax_idosos","tax_popArea","tax_genFem","tax_genMas"
26,"Bexiga",6375,6494,14281,8564,13420,2564,54508,54681,52,6908,7373,14281,812,228,755,172,203,670,1405,3336,2424,1609,2667,28488739,4387,1995,4209,1452,4521,6563,1310,435,14281,3920,1036,1274,1937,602,233,0,102,9104,0,212,323,1753,0,201,898,513,1462,2557,539,2769,156,2037,13420,11831,940,649,13420,11993,0,7135,0,1156,10015,6184,371,287,90,0,269,17009,0,54508,20283,16947,37230,17277,54508,3641,2970,16943,17326,1375,4615,3092,0,3759,786,54508,64,46,12,14,11855,0,7038,0,1156,10335,6305,371,393,90,0,269,16868,0,54681,20049,17494,37543,17137,54681,3641,3574,18728,16615,1522,4615,2916,0,2220,848,54681,136,34,10.167355227225,31.657446957496,45.9561655346264,9.17302709894265,3.04600518170996,35.0920965729801,35.0920965729801,0.680634035370955,0.526528216041682,29.7185734204153,11.3451236515741,31.2045938210905,0.493505540471123,12.5691478187802,2.62586653595687,14.5297948322947,51.600028009243,18.6751628037252,27463.4615384615,51.6280372522933,48.3719627477067
27,"Bela Vista",7636,7636,17536,12922,44855,6620,117797,120315,94,8307,9229,17536,920,248,1020,226,288,869,1641,2408,2771,3559,3586,59604484,7806,3399,6000,173,2083,8751,2743,3786,17536,3987,228,1054,1407,555,2436,673,0,10339,0,156,640,4032,694,165,2774,837,3532,15119,2572,4659,380,9296,44855,42854,702,1300,44855,37993,821,17412,0,685,18148,7415,1156,2708,1072,31,599,29757,0,117797,56911,30530,87441,30356,117797,2264,6402,48777,22275,3728,16114,6251,230,6574,5183,117797,75,32,13,26,39193,821,18358,0,473,18228,7137,2455,2911,1490,31,599,28618,0,120315,58845,32252,91097,29217,120315,2273,6635,56332,19462,3614,17209,4768,318,4626,5079,120315,146,36.5,0.98654197080292,11.8784215328467,49.9030565693431,15.6421076642336,21.5898722627737,47.7312665008447,47.7312665008447,0.981349270354933,2.29887009007021,21.7008922128747,6.32104382963912,25.2612545311001,0.508501914310212,12.4771897810219,2.93111313868613,14.3134124087591,49.8289233576642,20.4493613138686,18655.3191489362,52.6288777372263,47.3711222627737
28,"São Carlos do Pinhal",4411,4411,9068,8922,28433,2738,76171,76772,31,3788,5280,9068,515,0,0,733,189,375,883,1800,917,1672,1984,23630676,5357,2606,4689,238,1381,6246,698,505,9068,2558,387,268,1032,90,1118,90,0,5544,0,430,588,1884,430,90,2314,325,763,2732,1924,7841,401,8710,28433,25584,792,2056,28433,22755,2197,11724,0,731,11653,3276,1615,4392,745,0,302,16783,0,76171,37406,21680,59086,17085,76171,3278,3549,37288,13197,1318,4661,3220,1152,4675,3834,76171,64,54,11,26,25221,1054,12493,0,731,11653,4326,1911,1141,745,0,247,17251,0,76772,39498,19776,59274,17498,76772,3526,2912,40061,11040,1435,6442,2827,1079,3600,3851,76772,155,38.75,2.62461402734892,15.2293780326423,68.8795765328628,7.69739744155271,5.5690339655933,48.1495582308228,48.1495582308228,2.12022948366176,5.76597392708511,19.5993225768337,4.30084940462906,22.0333197673655,0.396476349266781,5.67931186590207,10.1676224084693,13.8729598588443,48.4009704455227,21.8791354212616,29251.6129032258,58.2267313630348,41.7732686369651
29,"Masp",7089,7089,13251,4904,45411,2916,94938,94788,57,6527,6724,13251,753,207,207,658,145,892,1077,2942,2871,1126,2373,42453060,5989,3204,4949,854,2448,6739,1998,1212,13251,4248,528,899,837,20,1010,297,0,7839,0,1963,569,5312,0,282,5658,495,1705,14397,1139,5152,3540,5200,45411,43538,1137,736,45411,30061,0,19022,0,235,13233,2562,1093,3455,2504,0,359,22005,408,94938,49319,23255,72573,22365,94938,2303,6855,46822,11250,2737,9441,5092,83,4433,5920,94938,73,38,10,32,30261,937,18890,0,391,13160,1941,812,3441,2504,0,212,22180,60,94788,50478,21918,72397,22391,94788,2361,7148,51058,9109,2453,10742,4534,83,3727,3573,94788,153,38.25,6.44479661912308,18.4740774281186,50.8565391291223,15.0781073126556,9.1464795109803,51.7000568792264,51.7000568792264,1.15127767595694,3.63921717331311,16.6371737344372,2.69860329899513,23.1782847753271,0.378141523941941,8.80688249943401,6.05992000603728,14.8592559052147,52.3658591804392,17.9080824088748,23247.3684210526,50.7433401252736,49.2566598747264
30,"Higienópolis",9038,9197,19455,3796,18583,7884,63115,62730,68,7713,11742,19455,584,476,422,493,312,1274,1675,4187,3220,2673,4140,85293762,9274,4384,6843,197,1704,7931,3897,5727,19455,5091,717,677,948,807,2839,751,114,11944,0,310,165,2240,0,57,311,603,635,2364,915,3452,106,7425,18583,15627,2313,643,18583,9708,308,7668,2716,298,12868,3754,1041,2046,1433,0,1457,19816,0,63115,20698,21143,41841,21274,63115,1370,3677,23911,12067,3623,5042,6712,55,4432,2225,63115,84,33,13,26,11641,377,5992,2663,403,12897,3884,921,2021,1433,0,1457,19040,0,62730,21075,21157,42233,20498,62730,1345,3546,26715,10085,3028,6442,6670,55,3285,1559,62730,156,39,1.01259316371113,8.75867386276022,40.7658699563094,20.0308404009252,29.4371626831149,28.0186960310544,28.0186960310544,1.64937019725897,3.24170165570783,26.3360532361562,5.94787293036521,31.396656896142,2.308484512398,7.61757902852737,4.13775379079928,15.1580570547417,51.8118735543562,21.2798766383963,28610.2941176471,60.3546646106399,39.6453353893601
31,"Vila Buarque",11259,11259,20034,37088,27102,5014,119032,119388,90,9619,10415,20034,612,293,639,490,62,1295,2001,4379,4126,2129,4010,50023393,4443,2497,3800,619,8063,9302,1722,328,20034,5254,494,1354,1818,867,2048,307,86,12230,0,698,51,1174,621,243,193,956,1145,6020,4333,3904,3018,4746,27102,24541,1713,849,27102,37022,804,22508,791,1364,15599,6353,699,2706,1584,0,208,29020,371,119032,62490,27313,89803,29229,119032,795,2244,42254,43371,3738,10271,4619,56,7703,3981,119032,62,33,11,28,36170,395,24276,791,1092,16292,5377,1210,2834,1146,0,264,29171,371,119388,62723,27230,89953,29435,119388,1051,2041,40089,45933,3301,12044,5444,56,5734,3696,119388,134,33.5,3.08974742937007,40.2465808126185,46.4310671857842,8.59538784067086,1.63721673155635,50.6872101619732,50.6872101619732,0.58723704550037,2.27333826197997,18.442099603468,5.33722024329592,24.3799986558236,0.174742926271927,7.70689827293601,2.75531596286313,16.4520315463712,53.0797644005191,20.0159728461615,22260,51.9866227413397,48.0133772586603
32,"Consolação",4590,4590,8556,15091,48237,2587,112133,112552,57,4417,4139,8556,342,123,201,201,59,429,946,2696,938,750,1869,26142655,5696,3055,4949,263,2836,3347,1497,613,8556,2288,354,529,565,105,1057,38,0,4936,0,582,2673,6551,44,1635,5606,1232,4798,3174,1018,9719,2122,9082,48237,47206,791,240,48237,41750,767,19608,0,730,13433,2218,594,630,514,0,287,31604,0,112133,62855,17388,80243,31891,112133,4288,8628,53604,19870,1384,3249,5859,36,4363,10851,112133,69,37,11,29,41986,1638,17480,0,572,12353,3169,389,633,514,0,287,33532,0,112552,61675,17057,78733,33819,112552,5091,7900,53634,18381,432,4948,3999,90,4467,13610,112552,146,36.5,3.07386629266012,33.1463300607761,39.1187470780739,17.4964936886395,7.1645628798504,55.4029589862039,55.4029589862039,0.529728090749378,0.561832823522068,13.9575325729268,1.97800825805071,28.1843881818911,0.255946064048942,7.78401122019635,3.03880317905563,16.0705937353904,51.2388966806919,21.8443197755961,15010.5263157895,48.3754090696587,51.6245909303413
33,"Pacaembu",587,587,1839,541,3126,865,6929,6927,90,858,981,1839,49,39,0,99,39,154,115,258,299,340,447,6887275,11733,3745,11000,27,65,376,350,1021,1839,533,33,102,180,168,149,0,0,1164,0,464,39,64,0,0,78,0,0,79,189,311,0,1903,3126,2808,272,46,3126,1552,324,889,0,140,1078,178,257,349,673,0,53,1437,0,6929,2904,2535,5439,1490,6929,71,160,3247,1831,133,557,241,272,197,220,6929,88,28,17,30,1526,324,857,0,134,1078,223,20,506,673,0,53,1532,0,6927,2841,2501,5341,1585,6927,87,160,3561,1802,90,526,108,272,305,15,6927,163,40.75,1.46818923327896,3.53452963567156,20.4458945078847,19.0320826536161,55.5193039695487,39.9047481599076,39.9047481599076,3.70904892480878,5.03680184730841,18.1267138115168,2.56891326309713,20.738923365565,0.764901140135662,4.78520935290919,7.50407830342577,14.6275149537792,48.7765089722675,24.3066884176183,2043.33333333333,53.3442088091354,46.6557911908646
34,"FAAP",3191,3191,7556,5443,9965,3655,31857,32883,74,3220,4336,7556,302,93,279,93,76,639,551,920,1192,1294,2117,40305292,12631,5334,9000,62,575,1548,1992,3379,7556,1413,222,191,651,543,1148,299,34,4501,0,21,34,414,0,34,39,34,19,3069,1285,1178,0,3838,9965,8777,894,293,9965,4004,273,2676,0,444,10015,5764,512,868,52,0,155,7095,0,31857,7396,17211,24607,7250,31857,630,323,13507,8732,939,4230,1748,0,1162,587,31857,75,34,14,27,5162,384,2434,53,195,10333,6215,614,785,50,0,155,6503,0,32883,8228,17997,26225,6658,32883,630,293,14134,8946,779,4170,1748,218,1377,587,32883,150,37.5,0.820539968237162,7.60984647961885,20.4870301746956,26.363155108523,44.7194282689254,21.8256584110243,21.8256584110243,1.60718209498697,2.7246758954076,49.5307153843739,18.0933546787205,22.2714003201808,0.486549267037072,8.92006352567496,2.2366331392271,15.7490735839068,45.076760190577,28.0174695606141,10210.8108108108,57.3848597141345,42.6151402858655
35,"Santa Cecília",19105,19105,40032,8462,35793,6481,114335,112257,144,18275,21757,40032,2235,1283,1378,838,1008,1493,4294,6555,6492,6027,8429,74485828,3899,1861,3044,11124,15099,9122,4579,108,40032,11456,1185,1681,5667,0,513,0,0,20502,0,787,373,4197,257,367,4303,1549,3094,1161,1603,2341,3045,12716,35793,31335,1776,2683,35793,26169,2396,18061,0,384,16534,4395,983,398,69,0,394,43699,852,114335,47010,23231,70242,44093,114335,3716,5519,57592,22094,4785,3221,7578,676,5795,3360,114335,62,35,15,21,25436,2271,18622,0,652,14476,4414,983,747,69,0,394,43342,852,112257,46981,21541,68522,43736,112257,3988,6122,50466,23158,4289,3319,9642,676,7146,3451,112257,133,33.25,27.7877697841727,37.7173261390887,22.7867705835332,11.4383493205436,0.26978417266187,40.7801635544671,40.7801635544671,0.859754230987887,0.348099881925919,18.3049809769537,3.84396728910657,38.2201425635195,0.344601390650282,12.2302158273381,4.61131095123901,14.4559352517986,47.6468824940048,21.0556554756195,27800,54.3490207833733,45.6509792166267
36,"Marechal Deodoro",18909,19001,43094,11004,33133,11359,112648,112542,142,19113,23981,43094,2215,912,977,2067,1302,1356,4657,7262,6125,6255,9965,104784973,5515,2432,4443,1306,13185,18938,6698,2967,43094,8736,444,1862,5020,2277,5025,1231,0,24595,0,1176,677,5889,736,1174,1571,1292,951,2441,1688,3091,1697,10749,33133,26722,4385,2027,33133,27244,2757,18145,504,544,20492,8128,2071,2254,1620,0,1189,27701,0,112648,49194,34564,83758,28890,112648,1405,3779,50165,29543,3090,5653,6181,439,7378,5015,112648,62,26,11,13,28459,1988,15814,504,990,20980,8372,2003,2940,1620,0,1244,27629,0,112542,47755,35915,83670,28872,112542,2318,4508,50090,26745,3969,4546,6808,439,7185,5933,112542,112,28,3.03058430407945,30.5959066227317,43.9457929178076,15.5427669745208,6.88494918086044,42.7402173141112,42.7402173141112,1.8384702790995,2.00092322988424,25.4065762374831,7.21539663376181,24.5907605993892,1.05550031957958,9.52336752216086,7.81779366037035,13.9532185455052,45.5794310112777,23.1238687520304,30347.8873239437,55.6481180674804,44.3518819325196
37,"Rudge",1525,1525,4607,2544,19020,1119,33774,33551,85,2061,2546,4607,102,198,233,126,161,177,444,810,564,704,1087,8495747,5571,1844,5000,229,1211,2096,881,190,4607,1269,12,329,584,95,207,57,0,2553,0,392,983,4072,784,0,408,57,140,81,193,168,2539,9202,19020,18413,469,138,19020,4097,4706,6566,451,126,6331,3850,119,175,1126,0,1181,5046,0,33774,15946,11601,27547,6227,33774,1867,4603,15694,3900,2000,787,1058,0,2475,1390,33774,84,36,11,23,3484,3977,7677,451,483,6445,3228,37,255,1126,0,1246,5142,0,33551,16071,11092,27163,6388,33551,1802,4641,16366,4244,1873,272,1035,0,2526,791,33551,154,38.5,4.97069676579119,26.2860863902757,45.4959843716084,19.123073583677,4.12415888864771,45.5054183691597,45.5054183691597,0.352342038254278,0.518150056256292,30.1444898442589,11.3993012376384,14.9404867649671,3.49677266536389,11.5693509876275,6.22965053179944,13.4794877360538,45.1052745821576,23.5945300629477,5420,55.2637291078793,44.7362708921207
38,"Catumbi",1074,1095,3786,2263,5130,747,12175,12154,81,1786,2000,3786,228,128,295,111,93,213,390,560,435,560,773,5112687,4667,1350,4000,370,1150,1413,723,130,3786,877,219,88,286,47,150,265,42,1973,0,0,2113,1610,0,253,0,31,432,0,168,454,0,70,5130,4176,270,685,5130,1181,0,1635,0,441,3335,409,0,89,352,0,0,4710,24,12175,3257,4208,7465,4710,12175,1712,2353,2726,2793,161,273,2081,0,11,64,12175,68,40,23,0,1116,0,1708,0,441,3335,273,53,53,352,0,0,4799,24,12154,3265,4090,7355,4799,12154,1648,2365,2762,4528,197,238,312,0,11,94,12154,131,32.75,9.77284733227681,30.3750660327522,37.3217115689382,19.0966719492868,3.43370311674591,23.129363449692,23.129363449692,0,0.731006160164271,30.7515400410678,3.35934291581109,38.6858316221766,0,17.1949286846276,5.38827258320127,15.9270998415214,41.0723718964606,20.4173269941891,4674.07407407407,52.8262017960909,47.1737982039091
39,"Belém",3087,3087,9357,3216,8952,2039,27108,25582,161,3875,5482,9357,705,240,686,253,360,345,1015,2200,1043,955,1555,13688674,4434,1463,3580,789,4128,2642,950,847,9357,2795,400,344,880,110,0,223,0,4752,0,574,814,902,0,0,0,137,706,2079,1128,69,174,2369,8952,8025,206,721,8952,3583,2379,8626,97,1039,5254,1786,0,202,287,0,7,3847,0,27108,15725,7528,23253,3855,27108,1171,1909,9193,6679,1762,3017,1568,784,1007,18,27108,71,30,10,20,4279,1024,8403,97,828,5150,1751,0,78,287,0,7,3679,0,25582,14630,7265,21896,3686,25582,1284,1735,8267,7089,1285,2911,1550,784,524,152,25582,131,32.75,8.43218980442449,44.1167040718179,28.2355455808486,10.1528267607139,9.05204659613124,53.8143721410654,53.8143721410654,0,0.745167478235207,25.9701933008706,6.58846097093109,14.1913826176774,0.0258226353843884,17.4308004702362,6.55124505717645,14.5345730469167,44.8648070962915,16.6185743293791,5811.80124223603,58.5871540023512,41.4128459976488
40,"Quarta Parada",2593,2593,7878,5999,17654,1381,42266,42954,127,3603,4275,7878,592,187,547,260,179,563,706,1326,660,1562,1296,9397374,3624,1193,3000,1007,4263,2117,291,200,7878,1902,244,178,947,82,115,343,24,3835,0,286,1005,432,105,291,142,325,699,1081,267,1048,244,11729,17654,16675,500,480,17654,11903,632,9306,0,784,5179,2951,0,197,427,0,80,10804,0,42266,22626,8755,31381,10885,42266,1623,1069,21361,9277,875,1109,2304,283,2546,1819,42266,74,30,8,37,11958,377,9736,0,825,5881,2714,0,165,427,0,80,10792,0,42954,22896,9186,32082,10872,42954,1678,1042,21891,9133,289,1512,3164,283,1677,2285,42954,149,37.25,12.7824320893628,54.1127189642041,26.8723026148769,3.69383092155369,2.53871541000254,51.6751052855723,51.6751052855723,0,0.466095679742583,19.2353191690721,6.98197132446884,25.5619173804003,0.189277433398003,16.8316831683168,5.57248032495557,16.1081492764661,45.036811373445,16.4508758568165,6203.14960629921,54.2650418888043,45.7349581111957
41,"Belenzinho",7268,7452,22051,7724,24408,4258,81301,80984,180,10607,11444,22051,690,1842,1190,719,925,1135,1992,3318,3936,2166,4138,27707413,3718,1257,3200,3414,8383,7979,1595,680,22051,5395,1269,287,2544,265,46,508,0,10314,0,1204,4713,3740,107,379,1137,888,2146,1228,277,971,1102,6518,24408,22856,835,718,24408,15537,3802,10263,0,2502,13368,5486,104,477,1518,0,198,28045,0,81301,32104,20954,53058,28243,81301,7122,5119,25789,22697,5836,2634,2805,1484,3574,4240,81301,63,34,9,30,14034,2615,12205,0,2403,13188,6209,104,560,1518,0,198,27949,0,80984,31257,21580,52837,28147,80984,7759,4871,26647,21943,5962,2563,2402,1159,3780,3898,80984,136,34,15.48229105256,38.0164164890481,36.1843000317446,7.23323205296812,3.0837603736792,36.4103762561346,36.4103762561346,0.127919705784677,0.586708650570104,23.1903666621567,6.7477644801417,34.4952706608775,0.243539439859288,16.8790531041676,7.45544419754206,14.1807627771983,42.7191510589089,18.7655888621831,12250.5555555556,51.8978731123305,48.1021268876695
42,"Celso Garcia",1537,1537,5328,385,8745,431,29355,29252,64,2638,2690,5328,405,82,235,350,166,351,462,794,820,668,994,5933453,3860,1114,2900,449,2870,1469,166,374,5328,1413,21,0,793,86,77,318,76,2784,0,0,3775,1577,346,270,0,82,255,661,469,688,0,621,8745,8137,463,145,8745,2902,3459,8297,0,177,4314,2621,0,500,72,0,721,6268,24,29355,14835,7530,22365,6990,29355,4589,4767,3807,3292,1174,296,2451,849,6804,1326,29355,81,36,11,23,2934,3164,8045,0,487,4263,2877,79,532,72,0,721,6053,24,29252,14630,7847,22477,6774,29252,5276,5114,4411,3208,1362,296,1923,849,6813,0,29252,151,37.75,8.42717717717718,53.8663663663664,27.5713213213213,3.11561561561562,7.01951951951952,49.9335717935616,49.9335717935616,0,1.70328734457503,23.6245954692557,8.92863226026231,21.3524101515926,2.45614035087719,13.5510510510511,9.68468468468468,15.259009009009,42.8303303303303,18.6561561561562,8325,50.487987987988,49.512012012012
43,"Mooca",10102,10102,27958,37812,23692,8922,109332,110112,272,14125,13833,27958,1456,339,1005,1500,595,1733,2699,4258,3942,4241,6191,54218691,5367,1939,5000,982,7262,15609,2435,1670,27958,7252,1647,1126,3501,273,1434,986,0,16218,0,142,574,3802,730,365,396,161,829,3206,3327,583,1083,8493,23692,19855,2180,1657,23692,33393,3373,25229,98,1556,15081,6615,358,2549,1601,75,700,18704,0,109332,63649,26280,89928,19403,109332,2903,7890,31960,45832,1991,9338,3648,0,4400,1369,109332,64,30,14,22,30767,2448,28425,98,1551,15046,6861,352,1404,1538,409,700,20067,448,110112,63288,26057,89345,20767,110112,3287,7872,30952,47208,1900,9651,3667,0,4407,1167,110112,130,32.5,3.51241147435439,25.9746763001645,55.8301738321768,8.70949281064454,5.9732455826597,56.7034354077489,56.7034354077489,0.327443017597776,2.33143087110818,19.8441444407859,6.11897706069586,17.1075257015329,0.640251710386712,10.0150225338007,7.49338293154017,15.8523499535017,44.4988911939338,22.1439301809858,10278.6764705882,49.4777881107375,50.5222118892625
44,"Alto da Mooca",6583,6583,18350,4064,18042,4607,60317,61151,142,8355,9995,18350,515,1097,190,1020,192,1320,1788,1818,2715,2837,4859,34154471,5188,1861,4100,1622,3188,9472,1990,2079,18350,4381,214,452,1538,100,739,586,0,8009,0,0,2005,3713,134,0,154,0,805,4664,395,1305,959,3910,18042,16471,825,747,18042,7266,4980,8709,0,1889,15188,6371,269,1387,1362,295,433,12168,0,60317,22844,24872,47716,12601,60317,2297,6582,20482,10400,2419,10334,2785,56,2865,2097,60317,74,27,11,15,6823,4980,11051,0,1889,15188,5864,269,1387,1362,295,433,11609,0,61151,24744,24365,49108,12042,61151,2597,6576,22392,10768,2163,11321,2058,56,2244,974,61151,127,31.75,8.83923705722071,17.3732970027248,51.6185286103542,10.8446866485014,11.3297002724796,34.7414493426397,34.7414493426397,0.44597708771988,2.29951754894972,35.7428254057728,11.0516106570287,20.1734171129201,0.71787389956397,9.82016348773842,6.60490463215259,16.9373297002725,40.1634877384196,26.4795640326975,12922.5352112676,54.4686648501362,45.5313351498638
45,"Parque da Mooca",11979,11979,33271,5703,33482,12166,98720,97369,381,15922,17349,33271,1868,523,1416,1310,1029,2222,2730,5252,3920,4227,8774,59888652,4999,1800,4860,1112,7499,22055,1771,835,33271,6457,1059,420,2369,1048,798,1898,424,14473,0,160,7920,7130,930,283,56,936,3538,1063,850,3312,332,6971,33482,31717,1260,505,33482,11302,3741,19614,900,2335,21201,7342,0,2510,1965,0,1780,25485,547,98720,37890,33565,71455,27265,98720,8924,14807,32807,19527,3194,4126,4849,292,6729,3465,98720,68,35,9,30,11534,3190,18289,900,2335,20417,7796,0,4034,1529,0,1780,25153,413,97369,36248,34188,70436,26933,97369,10134,13515,33560,16648,2296,4126,5417,619,6640,4414,97369,142,35.5,3.34225000751405,22.5391482071474,66.2889603558655,5.32295392383758,2.50969312614589,35.1063614262561,35.1063614262561,0,2.54254457050243,28.9130875202593,7.4371961102107,25.8154376012966,1.8030794165316,11.4423972829191,7.03014637371885,14.8838327672748,40.2723092182381,26.3713143578492,8732.54593175853,52.1445102341378,47.8554897658622
