zona,nomeZona,domicilios,familias,populacao,matriEscolar,empregos,autoParticular,viagProduz,viagAtraid,areaZona,popMasc,popFem,popTotal,renTotalZona,renMedFam,renPerCap,renMedianFam,rendF1,rendF2,rendF3,rendF4,rendF5,rendTotal,res_assCom,res_assSem,res_funPublico,res_autonomo,res_empregador,res_profLiberal,res_negFamiliar,res_trabFamiliar,res_total,emp_agro,emp_constCivil,emp_indus,emp_comercio,emp_transCarg,emp_transPass,emp_financeiro,emp_servPessoais,emp_alimenta,emp_saude,emp_educa,emp_especializ,emp_admPubli,emp_outros,emp_total,emp_foraRes,emp_dentrRes,emp_semEnd,emp_total,vp_metro,vp_trem,vp_bus,vp_fretado,vp_escolar,vp_dirigindoAuto,vp_passAuto,vp_taxiCom,vp_taxiNCom,vp_dirigindoMoto,vp_passMoto,vp_bike,vp_pe,vp_outros,vp_total,vt_coletivo,vt_individual,vt_motorizado,vt_naoMotorizado,vt_total,mo_traIndus,mo_trabCome,mo_trabServ,mo_educacao,mo_compras,mo_saude,mo_lazer,mo_procEmp,mo_assunPesso,mo_refeicao,mo_total,tmv_coletivo,tmv_individual,tmv_pe,tmv_bike,vtra_metro,vtra_trem,vtra_bus,vtra_fretado,vtra_escolar,vtra_dirigAuto,vtra_passAuto,vtra_taxiCon,vtra_taxiNCon,vtra_dirigMoto,vtra_passMoto,vtra_bike,vtra_pe,vtra_outros,vtra_total,vtra_coletivo,vtra_individual,vtra_motorizado,vtra_naoMotorizado,vtra_total,vtra_trabIndus,vtra_trabCome,vtra_trabServ,vtra_educacao,vtra_compras,vtra_saude,vtra_lazer,vtra_procEmpr,vtra_assunPesso,vtra_refeicao,vtra_total
461,Jardim Irapuã,15849,15849,48079,8022,14889,9630,78318,77726,407,20395,27684,48079,52350165,3303,1089,3213,5441,27015,14091,1531,0,48079,17613,708,4380,6795,0,0,0,0,29496,0,2167,678,10973,492,708,348,2336,977,499,2576,3094,2641,5861,33351,9470,338,5082,14889,4614,0,11802,243,2710,16111,7823,0,676,4209,962,1052,28023,92,78318,19369,29874,49243,29075,78318,4407,7189,20230,32531,2212,2341,4173,803,4348,85,78318,59,18,12,42,4692,312,10442,243,3113,15837,8301,0,970,4209,439,1052,28023,92,77726,18802,29848,48650,29076,77726,4804,7137,20077,32089,2703,2341,3339,803,4348,85,77726
462,Parque Pinheiros,31321,31321,100971,16326,17793,17458,147085,148629,723,45911,55060,100971,96682063,3087,958,2884,22288,57477,18341,2864,0,100971,15375,1997,1683,4594,0,0,0,0,23650,0,1989,2252,2371,535,429,0,69,273,359,387,0,1162,5063,14889,11437,1335,5021,17793,6334,0,31497,1321,5911,16728,11446,0,0,7878,439,2046,63485,0,147085,45063,36491,81554,65531,147085,7341,12277,41329,51545,4974,8843,13670,287,6819,0,147085,54,24,12,30,6673,0,30793,1321,5508,16728,10697,0,0,7878,439,2046,66546,0,148629,44296,35742,80038,68591,148629,7442,12277,39995,52852,4974,8843,13517,287,7653,789,148629
463,Parque Industrial,20619,20619,66834,18521,18392,9732,117019,114543,386,27448,39386,66834,55117612,2673,825,2589,18330,40070,8434,0,0,66834,27386,3062,2071,11338,0,0,736,0,44591,0,2762,1110,2014,1466,0,0,300,1336,311,2622,1383,259,4230,17793,13451,613,4328,18392,3214,0,16800,0,7795,9851,5136,0,0,5373,563,0,68288,0,117019,27808,20923,48731,68288,117019,4357,7569,32292,55941,4549,1393,2930,0,7988,0,117019,45,26,10,0,3214,0,18103,0,7795,9539,5428,0,0,5373,0,0,65091,0,114543,29111,20341,49452,65091,114543,4357,7174,33073,55802,4549,1393,2204,0,5991,0,114543
464,Santo Eduardo,23135,23135,72698,17328,16507,13401,116762,115711,319,34721,37977,72698,63901637,2762,879,2170,21709,31038,18244,1708,0,72698,12918,1217,1139,10309,876,0,1178,0,27637,0,1018,2086,3305,0,0,0,2138,951,1014,1338,2130,912,3500,18392,7699,4339,4469,16507,7301,0,18522,0,3792,15447,6231,0,0,8419,3688,0,53362,0,116762,29614,33785,63399,53362,116762,2997,8219,33007,42732,6432,5131,14580,365,3299,0,116762,68,29,11,0,7976,0,18335,0,3792,14339,4640,0,0,8884,3688,0,54057,0,115711,30103,31551,61654,54057,115711,2997,7696,31015,43866,6832,5131,13751,365,3595,464,115711
465,São Marcos,35640,37367,116026,27077,16162,28797,186860,186180,1868,55854,60172,116026,108744246,2910,937,2733,28083,56097,30036,1810,0,116026,17119,3368,2900,10456,0,0,1341,0,35183,0,2309,1184,2989,0,372,0,0,2121,0,1272,192,596,5472,16507,12301,669,3192,16162,13523,651,22495,1143,10965,30429,20629,0,529,9465,1944,3300,70551,1235,186860,48778,64232,113009,73851,186860,10739,12004,54268,85531,4664,6226,9699,679,3051,0,186860,72,22,12,17,15665,0,21873,796,10965,30429,19715,0,529,9465,1944,3300,70551,948,186180,49299,63030,112329,73851,186180,10663,11109,51766,86471,6188,6434,8811,679,4060,0,186180
466,Embu das Artes,17536,17536,55726,20377,38483,7963,137721,137821,1469,29524,26202,55726,42942786,2449,771,2400,16561,31335,7830,0,0,55726,36423,3381,1015,5935,0,0,548,467,47769,0,1623,2465,4358,690,682,0,596,714,0,1932,763,0,2339,16162,35094,215,3174,38483,2634,0,28410,2628,9066,27300,10966,0,630,5669,1186,1143,47315,773,137721,42739,46524,89263,48458,137721,21533,13317,37655,46784,8349,867,3536,0,3893,1787,137721,44,35,14,30,2634,0,29108,2628,7577,27884,12161,0,630,5204,1186,1143,46892,773,137821,41947,47839,89786,48035,137821,21644,11975,37556,49142,8349,1162,3398,0,3914,681,137821
467,Ressaca,6294,6294,19597,3940,10787,5089,32979,33095,3399,10501,9096,19597,20279737,3222,1035,3213,4917,11237,2697,522,223,19597,12367,2296,1865,7334,215,0,831,0,24908,50,2077,11351,5376,4682,2885,0,300,1241,831,1178,0,5045,3466,38483,7696,961,2131,10787,1896,0,6511,244,4036,6966,3361,0,0,568,0,159,9238,0,32979,12687,10895,23582,9397,32979,3682,2157,9828,14475,1030,407,159,83,1086,72,32979,62,29,11,40,981,0,7288,244,4036,7020,3425,0,0,568,0,159,9374,0,33095,12549,11013,23562,9533,33095,4400,2157,11237,12498,1030,359,159,83,1172,0,33095
468,Itapecerica da Serra,46677,46677,152618,38791,47801,24690,259992,257786,7479,69403,83215,152618,122338720,2621,802,2453,36776,88959,26883,0,0,152618,5436,946,124,2733,0,0,900,0,10139,308,917,2185,781,1490,799,0,136,311,48,309,73,0,3428,10787,28695,7288,11818,47801,15856,354,49166,76,20376,41601,32972,0,539,11648,2633,4717,79768,287,259992,85827,89680,175507,84485,259992,19285,25591,50388,106334,6105,11914,18863,165,20297,1049,259992,58,21,14,13,15017,0,47373,76,20210,42002,33631,0,539,11572,3157,3958,79964,287,257786,82675,91188,173863,83922,257786,17770,26080,45245,110797,5025,11344,20117,165,20981,260,257786
469,Jardim Petrópolis,1764,1764,5258,793,1353,1696,6658,6702,4132,3013,2245,5258,4401442,2495,837,2202,1991,2545,630,92,0,5258,34762,2409,3392,24745,462,698,3893,0,70360,0,6701,6249,9286,813,2368,0,2380,2849,1738,3894,1155,1242,9126,47801,634,307,412,1353,240,0,867,76,1349,1392,484,0,0,237,0,0,2013,0,6658,2532,2113,4645,2013,6658,747,416,1835,3119,150,120,76,0,195,0,6658,46,33,21,0,133,0,942,76,1515,1392,318,0,0,313,0,0,2013,0,6702,2666,2023,4689,2013,6702,747,444,1918,2904,196,120,177,0,195,0,6702
470,Embu0Mirim,2435,2435,7934,812,4994,1339,15227,15174,3510,3871,4063,7934,5898675,2422,743,2500,2453,3573,1908,0,0,7934,1120,108,108,834,0,0,92,0,2262,67,156,15,186,142,0,0,0,67,67,139,0,0,514,1353,3633,636,725,4994,0,0,2472,770,1654,3560,1957,0,0,664,0,159,3552,439,15227,4895,6621,11516,3711,15227,3537,1066,4236,3676,240,247,1390,0,836,0,15227,47,23,15,30,0,0,2328,861,1654,3560,1957,0,0,664,0,159,3552,439,15174,4842,6621,11463,3711,15174,3537,906,4640,2914,629,247,1684,0,617,0,15174
471,São Lourenço da Serra,5084,5213,15205,2876,5367,3893,20143,20251,18674,7810,7395,15205,15824363,3036,1041,2589,5232,7312,2067,215,380,15205,2616,0,288,1172,0,0,387,0,4463,194,387,1084,238,280,445,0,97,415,0,543,0,0,1311,4994,3144,661,1561,5367,324,0,1596,107,3591,4409,901,0,0,254,0,0,8961,0,20143,5618,5564,11182,8961,20143,2702,2167,3751,9480,266,469,430,0,567,309,20143,46,28,12,0,324,0,1637,107,3591,4476,783,0,0,254,117,0,8961,0,20251,5659,5630,11290,8961,20251,2702,2092,3877,9537,266,469,430,0,567,309,20251
472,Embu0Guaçu,12720,12720,39958,10819,14009,9885,71737,71278,7757,20009,19949,39958,32272528,2537,808,2589,5950,29278,4730,0,0,39958,2879,260,540,2227,198,0,266,104,6473,171,994,527,1144,0,0,0,0,0,44,162,139,547,1638,5367,7481,1780,4749,14009,2480,401,12366,139,8191,11756,12209,326,0,3049,207,262,20213,139,71737,23577,27685,51262,20475,71737,7186,3604,18300,29837,5393,762,3951,0,2703,0,71737,57,16,18,30,2480,401,12535,139,8191,11756,12209,326,0,2420,207,262,20213,139,71278,23746,27057,50803,20475,71278,7186,3604,17507,30237,4933,640,3733,0,3437,0,71278
473,Cipó,6520,6520,20953,4449,3842,4039,25517,25446,2227,9923,11030,20953,18221984,2795,870,2453,4928,11513,3037,1475,0,20953,6301,2310,555,6341,0,287,757,0,16551,0,3018,2658,1548,410,287,0,428,554,519,595,287,182,3523,14009,1327,872,1643,3842,687,1706,5235,0,4178,3494,4192,0,0,1464,87,785,3601,87,25517,11806,9324,21130,4386,25517,2511,1804,5597,11593,348,181,167,95,3220,0,25517,66,41,21,17,687,1097,5773,0,4178,3494,4192,0,0,1464,87,785,3601,87,25446,11736,9324,21060,4386,25446,2168,2108,5567,11593,348,181,167,95,3220,0,25446
474,Santa Rita,1942,1942,5951,1412,2293,1614,8766,8838,5614,2807,3144,5951,3898150,2007,655,2324,2487,3171,293,0,0,5951,4364,590,230,3523,267,0,267,0,9240,0,907,190,1033,0,0,0,0,323,0,307,0,0,1082,3842,1382,229,682,2293,316,0,2327,349,3010,802,646,0,0,319,0,0,997,0,8766,6003,1767,7770,997,8766,2516,322,1882,2608,304,71,277,0,786,0,8766,52,24,18,0,316,0,2327,349,3010,873,646,0,0,319,0,0,997,0,8838,6003,1838,7841,997,8838,2516,322,1953,3084,304,71,277,0,309,0,8838
475,Juquitiba,9967,9967,29995,7154,9420,7230,43860,44217,52333,15077,14918,29995,25624402,2571,854,2324,10267,13993,5301,433,0,29995,908,523,63,1298,0,0,63,0,2855,154,438,505,204,154,0,0,0,63,0,0,0,0,776,2293,5772,1254,2395,9420,246,0,5003,769,9096,6794,3896,0,0,1645,594,683,14873,261,43860,15114,13190,28303,15556,43860,3898,2862,11103,17545,2931,2030,157,396,2937,0,43860,39,22,15,15,361,0,5193,678,9096,6794,4039,0,0,1645,594,683,14873,261,44217,15328,13333,28661,15556,44217,3898,2862,10972,17775,2931,1914,531,396,2937,0,44217
476,Barueri,27120,27120,82967,25847,49715,15788,174819,175672,1469,35393,47574,82967,88083123,3248,1062,2465,21588,38037,17270,4043,2030,82967,4606,1254,1121,3555,0,0,836,102,11474,0,1664,705,1478,0,421,0,102,832,731,396,0,102,2990,9420,45128,1257,3330,49715,3607,7657,36405,262,14711,43766,17714,0,405,9140,405,224,39045,1477,174819,62643,72907,135551,39268,174819,23065,10544,56102,56823,3631,5528,708,227,17330,862,174819,43,22,14,30,3607,8545,36751,262,14838,43766,19244,0,251,9140,488,224,37077,1477,175672,64004,74367,138371,37301,175672,23057,10668,58540,53961,4331,5305,860,227,18515,208,175672
477,Aphaville,15104,15580,46305,22531,30826,18566,119522,117815,1201,23057,23248,46305,111403824,7150,2406,3580,8241,14831,11514,4022,7697,46305,25768,2654,2645,6598,0,0,889,0,38554,0,1696,8444,8999,2979,1828,0,849,1278,6051,2821,1958,3654,9158,49715,28886,942,997,30826,1179,1601,17624,1479,10791,33887,11376,0,639,4270,0,1071,35605,0,119522,32673,50173,82846,36676,119522,5822,9749,39816,52287,2012,1547,4889,400,1755,1244,119522,56,31,9,7,1801,625,17151,754,9494,32486,13661,0,740,4724,0,1071,35308,0,117815,29825,51611,81436,36379,117815,5764,7749,37772,52805,1902,1843,4619,400,2106,2854,117815
478,Tamboré,0,0,0,2436,83769,0,127518,128635,890,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,1228,774,2380,2376,979,1036,0,18796,0,1509,2229,4332,781,382,2578,1152,539,2557,1865,4681,0,8220,30826,83650,0,119,83769,1512,3967,35087,6479,259,39613,11388,503,1960,10710,1721,0,13985,333,127518,47305,66228,113533,13985,127518,17696,11612,63801,2773,5548,3062,6908,1361,6852,7904,127518,68,37,8,0,2143,5426,34167,6171,259,39620,12232,0,1843,10710,1746,0,13985,333,128635,48166,66484,114650,13985,128635,19048,12743,67703,2275,4492,2731,5722,1361,5523,7036,128635
479,Antônio João,0,0,0,2268,6749,0,15700,15700,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,15762,17190,4795,898,7788,908,5048,3701,1076,11912,69,13970,83769,6749,0,0,6749,332,2663,2803,0,627,2674,1585,0,1660,131,0,0,3226,0,15700,6425,6050,12475,3226,15700,2058,1259,6153,2944,450,0,2158,0,679,0,15700,76,23,27,0,332,2663,2340,0,627,2674,2048,0,1660,131,0,0,3226,0,15700,5961,6513,12475,3226,15700,2058,1259,5552,2944,450,0,2158,0,679,601,15700
480,Vutopoca,13422,13422,42050,12735,8529,7268,62026,62099,473,18538,23512,42050,39258507,2925,934,2733,5472,27796,8521,0,261,42050,0,0,0,0,0,0,0,0,0,0,0,1309,284,0,0,0,0,0,0,298,1181,1410,2268,6749,4790,2043,1696,8529,0,1159,11954,624,6769,13496,7679,0,0,0,0,224,20122,0,62026,20506,21175,41681,20346,62026,4637,2840,14473,31476,2816,1192,684,0,3909,0,62026,44,18,9,20,0,1544,11880,624,6769,13184,6813,0,0,0,0,224,21062,0,62099,20816,19997,40813,21285,62099,4013,3317,15149,32778,3112,896,312,0,2469,52,62099
481,Jardim Silveira,20640,20640,64790,20173,19619,13508,107120,106987,312,33879,30911,64790,57486865,2785,887,2700,9297,45220,10273,0,0,64790,9463,768,1864,4626,0,275,826,0,17821,0,826,471,679,275,0,0,551,556,0,2225,826,0,2121,8529,11929,748,6942,19619,1417,5797,14547,0,4234,16842,10533,0,2078,8477,2523,0,40671,0,107120,25995,40454,66449,40671,107120,3279,10335,31518,49937,641,1304,4154,0,5837,116,107120,62,20,10,0,2485,4573,14013,0,4234,17314,10670,0,2078,8477,2523,0,40619,0,106987,25305,41063,66368,40619,106987,2584,10679,29857,51694,693,639,4154,0,6544,143,106987
482,Jardim Belval,6354,6354,19794,6249,11138,2854,42616,42481,350,8784,11010,19794,17608935,2771,890,2500,4144,11191,4187,0,272,19794,14353,1454,1582,8996,0,416,1137,792,28729,0,1701,458,7022,828,737,0,2080,822,136,1780,526,212,3317,19619,9009,928,1201,11138,765,2719,4931,134,1765,10733,4006,0,0,1185,308,1333,14735,0,42616,10315,16233,26548,16068,42616,6285,1948,13016,14776,2116,1282,457,648,2087,0,42616,57,23,13,20,765,2156,5338,134,1702,10733,3460,0,154,1185,308,1333,15210,0,42481,10096,15841,25937,16543,42481,6285,2100,12614,14892,2116,958,626,648,2241,0,42481
483,Morada dos Lagos,1086,1086,3319,750,5480,1459,12005,12063,1294,1917,1402,3319,18482407,17019,5569,9883,46,1002,1243,145,883,3319,3844,119,544,2417,0,136,0,0,7059,124,807,4571,676,1274,136,0,0,250,0,1319,270,370,1340,11138,5137,0,342,5480,153,540,1680,1098,821,4544,2230,0,0,2,0,0,937,0,12005,4292,6776,11068,937,12005,961,1290,5010,2481,491,172,89,0,861,649,12005,73,32,20,0,229,446,2789,328,1145,4544,1268,0,377,2,0,0,934,0,12063,4938,6190,11128,934,12063,1730,1290,5013,2479,536,2,240,0,123,649,12063
484,Cidade Ariston,41988,42794,131693,18225,19730,19418,149252,149496,790,63345,68348,131693,112181130,2621,852,2500,33562,81819,15068,1244,0,131693,705,71,39,275,269,134,0,0,1494,0,74,969,1605,250,0,174,0,69,134,0,573,0,1631,5480,7902,4852,6976,19730,5526,13683,28110,1141,14805,19393,9070,0,167,4182,0,0,52731,443,149252,63265,33256,96521,52731,149252,9974,11607,34205,65157,3577,4355,5632,2140,12481,122,149252,51,30,14,0,4486,17085,27409,571,14805,19500,9149,0,167,4182,0,0,51700,443,149496,64355,33440,97796,51700,149496,8756,12339,35341,63688,3577,3905,5463,2140,14164,122,149496
485,Carapicuíba,37827,38607,110673,36457,26287,23892,194579,193315,777,52387,58286,110673,117802791,3051,1064,2733,22298,60778,23565,4032,0,110673,33925,1896,2269,15160,0,0,1309,0,54559,196,2060,1748,5213,196,1025,0,1439,1449,248,415,1428,0,4314,19730,20951,1473,3864,26287,6443,15516,36143,1537,13382,28244,13719,0,0,3516,0,378,75251,449,194579,73021,45928,118950,75629,194579,10300,11046,45946,93188,7684,9257,3081,929,12846,301,194579,53,25,14,30,5767,15729,37258,1088,13382,27808,13158,0,0,3516,0,378,74781,449,193315,73225,44931,118156,75159,193315,9851,11358,40607,96482,6961,9257,6086,929,11483,301,193315
486,Jardim Planalto,21991,21991,69644,13240,18952,12734,115834,115651,422,34547,35097,69644,55342609,2517,795,2500,14917,46584,8143,0,0,69644,25168,1582,4099,11130,960,0,1607,0,44545,0,2400,1931,4378,1421,1608,596,396,503,838,1916,779,1597,7923,26287,10220,1397,7335,18952,4213,4617,14090,96,2968,21613,15738,0,0,1081,250,0,47823,3344,115834,25984,42026,68010,47823,115834,3263,12686,25635,54352,4630,6827,1881,484,5361,713,115834,61,20,11,0,4331,4020,13720,96,2968,21613,14424,0,0,1081,728,0,49324,3344,115651,25136,41190,66327,49324,115651,2872,12829,24314,55739,4630,6827,1881,484,5361,713,115651
487,Aldeia de Carapicuíba,10757,11048,33783,4740,7849,7886,42351,42727,573,15801,17982,33783,47216681,4274,1398,3044,3576,18323,9685,433,1767,33783,12839,1711,2165,9715,0,0,1425,0,27856,0,2887,387,6132,995,1476,0,907,0,1100,1843,502,87,2637,18952,4505,499,2845,7849,1210,2628,8658,354,3199,9588,3786,0,0,1053,461,196,11217,0,42351,16050,14888,30938,11413,42351,3514,2778,11601,19335,1052,2071,1313,0,687,0,42351,54,21,10,50,1368,3550,8431,0,3199,9730,3522,0,0,1053,461,196,11217,0,42727,16548,14767,31314,11413,42727,3266,2829,10592,20335,1315,2071,1313,0,1008,0,42727
488,Estrada do Jacarandá,13184,13184,43648,9917,8533,11040,67580,66769,900,23490,20158,43648,54382150,4125,1246,2324,12603,22315,3866,1806,3057,43648,9202,772,1000,4093,440,0,0,0,15507,0,1142,907,1374,710,313,0,100,533,0,1666,0,0,1104,7849,4122,2412,1998,8533,1693,877,7410,454,3662,11022,5042,0,162,1362,0,0,35446,449,67580,14096,18038,32134,35446,67580,3997,4750,14211,32920,2457,1672,1693,0,5880,0,67580,51,33,13,0,1304,877,8173,454,3662,11477,5246,0,162,908,0,0,34506,0,66769,14470,17792,32263,34506,66769,3892,5139,13218,33229,2457,1672,1588,0,5574,0,66769
489,Osasco,1724,1724,4455,12446,23774,1345,90109,90864,189,2426,2029,4455,8275928,4800,1858,4060,710,1112,2036,135,462,4455,8480,1431,343,6565,654,254,628,0,18355,0,1674,120,1871,0,0,0,1256,570,120,0,0,0,2923,8533,23444,131,199,23774,1563,8979,30304,202,4217,18305,11573,76,2201,3674,247,0,8768,0,90109,45265,36076,81341,8768,90109,4400,10110,17144,16969,10006,14691,3155,1244,10866,1523,90109,57,39,11,0,1483,10244,28768,0,4171,18832,11082,76,1346,3710,247,0,10905,0,90864,44666,35293,79959,10905,90864,4650,11254,18279,14581,9473,16238,2442,1244,10827,1875,90864
490,Vila Yara,4394,4394,11522,15643,26788,3349,73794,73665,244,4855,6667,11522,18761216,4270,1628,3900,937,3821,4813,1169,782,11522,1418,146,180,438,66,56,98,0,2402,0,736,1609,9549,0,529,569,692,732,2485,1838,605,842,3586,23774,25563,725,500,26788,2405,4644,18865,971,4183,22920,8167,149,344,1843,0,39,8812,452,73794,31069,33874,64943,8852,73794,1855,10492,26007,17506,5487,2066,2813,0,4718,2850,73794,56,29,11,30,2219,3896,19480,257,4493,22776,8030,149,344,1843,0,39,9687,452,73665,30345,33594,63939,9726,73665,2572,11328,25212,17864,5314,1720,2859,0,5255,1542,73665
491,Bussocaba City,12600,12600,36900,12135,15881,15748,73308,69546,470,14309,22591,36900,63178353,5014,1712,4000,5496,10910,12727,3071,4695,36900,3109,175,780,1072,87,240,346,0,5807,0,990,347,8772,835,3376,3996,207,1294,334,1348,354,1098,3838,26788,12152,496,3232,15881,1624,6621,12834,1067,7901,17383,7204,0,722,2011,0,272,15669,0,73308,30047,27320,57367,15942,73308,3115,5156,23207,26248,1886,1180,6330,21,5546,617,73308,75,27,15,30,1157,2329,13619,1638,7592,17882,8610,0,312,2011,0,272,14122,0,69546,26336,28815,55151,14395,69546,3054,5127,23421,25193,2333,1180,2863,21,5743,610,69546
492,Nova Granada,21334,21334,60262,21870,35062,19067,159327,159430,546,29919,30343,60262,80163796,3758,1330,3200,7554,24720,23476,4146,367,60262,7367,1121,572,4545,1428,131,393,0,15557,0,892,366,1327,1087,441,1967,441,1861,0,526,1121,765,5087,15881,29771,908,4384,35062,5553,6893,19556,749,8411,41634,15930,0,2523,6793,1282,1435,48569,0,159327,41161,68162,109323,50003,159327,7167,4830,50827,52547,5908,8711,18873,36,8047,2381,159327,59,26,11,15,6004,6775,18166,749,7728,41557,19461,0,2730,6793,1282,1435,46750,0,159430,39421,71824,111245,48184,159430,6652,3801,49548,51652,3158,10613,20951,36,9569,3449,159430
493,Recanto das Rosas,9151,9151,31031,3266,5591,6130,35751,35457,389,14535,16496,31031,26576414,2904,856,2700,8291,14416,8324,0,0,31031,12675,1319,872,4864,247,2144,1489,0,23612,0,247,1370,3016,554,705,2774,852,2548,3851,1933,967,3296,12951,35062,3184,1242,1165,5591,1155,732,8456,0,2944,7028,1977,0,0,280,0,117,12932,131,35751,13287,9415,22702,13049,35751,2994,4099,6714,14404,5098,915,436,0,1091,0,35751,51,32,13,15,1395,354,8278,0,2944,7129,1490,0,240,280,168,117,12932,131,35457,12971,9437,22408,13049,35457,3019,3975,6510,14711,4194,915,436,0,1697,0,35457
494,Jardim Novo Osasco,20615,20859,63563,8938,8284,15534,86288,84755,354,31067,32496,63563,76212421,3654,1199,2733,11947,30257,12989,4964,3406,63563,7702,264,727,2978,143,0,115,0,11928,0,708,537,928,231,242,0,819,332,272,246,0,331,944,5591,4766,854,2664,8284,4312,4040,10907,967,6326,13326,6438,0,0,2897,0,0,37075,0,86288,26552,22661,49213,37075,86288,6408,6848,18869,38839,4622,2111,4538,1140,2516,398,86288,56,28,12,0,5064,2971,11884,967,6326,13126,6300,0,0,2030,0,0,36087,0,84755,27213,21455,48668,36087,84755,5562,4628,17794,42011,4347,2111,3688,1140,3237,236,84755
495,Jardim Veloso,38827,38827,121969,24778,24915,26068,148756,150648,679,53049,68920,121969,123146386,3172,1010,2880,26468,56241,30989,8271,0,121969,15451,755,1677,4849,390,1664,2830,0,27616,0,1648,401,3292,208,195,0,0,0,235,145,195,0,1965,8284,14537,3685,6694,24915,4472,2363,26066,607,16020,25067,17631,0,275,3405,856,768,51225,0,148756,49529,47234,96763,51993,148756,7824,18953,39137,54408,6572,3525,7912,847,9578,0,148756,50,28,13,28,4762,2363,26131,607,16020,25067,16510,0,557,4237,856,768,52768,0,150648,49884,47227,97111,53536,150648,7606,20192,37278,55595,6572,3525,7614,847,10838,580,150648
496,Quitaúna,23961,23961,72059,11116,15902,16755,110145,111941,553,36541,35518,72059,87426678,3649,1213,3580,11028,26863,28455,3261,2452,72059,31233,2376,1166,10749,1174,0,4596,0,51294,0,2920,2780,6733,1293,765,0,1067,1554,0,2253,608,0,4943,24915,7254,571,8077,15902,5690,7289,8588,647,4211,29589,19351,0,0,4242,0,1163,28864,510,110145,26426,53692,80118,30027,110145,4051,2911,32375,37005,10840,2513,6117,365,12848,1120,110145,64,19,12,10,5170,6540,9804,647,4831,30338,19433,0,302,4386,0,1163,28818,510,111941,26992,54969,81960,29981,111941,3769,2911,33067,38687,13953,887,6017,365,12003,282,111941
497,Jardim Piratininga,4242,4293,12790,2177,4860,3072,21929,21800,351,6021,6769,12790,16042609,3737,1254,3000,2337,4745,4753,658,296,12790,15278,2386,1425,8786,571,571,2259,0,31275,0,1152,443,3278,915,605,913,854,0,0,365,1440,283,5654,15902,3991,316,554,4860,197,394,3166,440,1358,5488,1115,0,156,1220,0,102,8295,0,21929,5555,7978,13533,8396,21929,3962,985,6494,6708,603,430,892,60,1665,130,21929,47,26,12,13,224,430,3550,267,830,5351,1649,0,54,1220,0,102,8123,0,21800,5301,8274,13575,8225,21800,3897,908,6311,6816,605,376,1023,60,1675,130,21800
498,Presidente Altino,4114,4114,11600,2889,17315,2466,47188,47378,248,4407,7193,11600,15907840,3867,1371,3044,430,6219,4091,186,674,11600,3661,113,354,1359,186,19,122,0,5813,0,318,1540,225,202,511,0,95,188,279,103,119,639,643,4860,16928,101,287,17315,2292,4902,6414,0,1166,13328,3598,80,391,2327,0,196,12488,7,47188,14774,19731,34505,12684,47188,2433,3773,22213,11071,1574,559,1078,675,2341,1470,47188,57,25,16,40,1489,6077,6923,0,1166,13328,3627,80,258,2327,0,196,11898,7,47378,15655,19628,35283,12094,47378,2261,3778,20110,12226,1574,1179,722,675,1465,3388,47378
499,Munhoz Junior,41453,42480,129340,22302,20876,25526,159840,160212,723,61100,68240,129340,130734396,3078,1011,2589,35196,55823,34358,2295,1668,129340,3139,390,327,301,186,0,501,0,4845,0,287,1448,2632,917,2913,0,275,427,1016,395,2505,0,4499,17315,12286,3745,4845,20876,2631,5684,31125,1482,10914,22220,13568,0,108,3609,477,901,67120,0,159840,51837,39981,91818,68022,159840,7676,14581,41585,67423,5191,6001,5504,198,11500,181,159840,51,25,14,18,2261,7220,31348,1767,11489,22288,10998,0,520,3464,477,901,67479,0,160212,54085,37747,91832,68380,160212,7231,14200,40704,69484,5191,6108,5279,198,11636,181,160212
